record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type,rodent_type,date,quarter
10896,10,13,1985,11,PE,M,19,18,Peromyscus,eremicus,Rodent,Control,Granivore,1985-10-13,1985.4
10912,10,13,1985,11,PE,M,20,18,Peromyscus,eremicus,Rodent,Control,Granivore,1985-10-13,1985.4
11020,11,17,1985,11,PE,M,19,19,Peromyscus,eremicus,Rodent,Control,Granivore,1985-11-17,1985.4
11024,11,17,1985,11,PE,F,20,20,Peromyscus,eremicus,Rodent,Control,Granivore,1985-11-17,1985.4
11090,11,17,1985,11,PE,F,19,20,Peromyscus,eremicus,Rodent,Control,Granivore,1985-11-17,1985.4
11193,12,8,1985,11,PE,F,19,22,Peromyscus,eremicus,Rodent,Control,Granivore,1985-12-08,1985.4
11318,3,9,1986,11,PE,M,20,19,Peromyscus,eremicus,Rodent,Control,Granivore,1986-03-09,1986.1
11518,5,11,1986,11,PE,M,20,21,Peromyscus,eremicus,Rodent,Control,Granivore,1986-05-11,1986.2
11538,5,11,1986,11,PE,M,18,20,Peromyscus,eremicus,Rodent,Control,Granivore,1986-05-11,1986.2
11943,10,5,1986,11,PE,F,20,22,Peromyscus,eremicus,Rodent,Control,Granivore,1986-10-05,1986.4
12248,2,1,1987,11,PE,F,21,24,Peromyscus,eremicus,Rodent,Control,Granivore,1987-02-01,1987.1
12313,2,1,1987,11,PE,M,19,20,Peromyscus,eremicus,Rodent,Control,Granivore,1987-02-01,1987.1
12417,3,2,1987,11,PE,M,19,25,Peromyscus,eremicus,Rodent,Control,Granivore,1987-03-02,1987.1
12570,4,6,1987,11,PE,M,19,25,Peromyscus,eremicus,Rodent,Control,Granivore,1987-04-06,1987.2
12709,4,26,1987,11,PE,M,18,26,Peromyscus,eremicus,Rodent,Control,Granivore,1987-04-26,1987.2
13117,7,26,1987,11,PE,M,NA,23,Peromyscus,eremicus,Rodent,Control,Granivore,1987-07-26,1987.3
13276,8,26,1987,11,PE,M,19,15,Peromyscus,eremicus,Rodent,Control,Granivore,1987-08-26,1987.3
13613,10,25,1987,11,PE,M,20,23,Peromyscus,eremicus,Rodent,Control,Granivore,1987-10-25,1987.4
13778,11,22,1987,11,PE,F,20,18,Peromyscus,eremicus,Rodent,Control,Granivore,1987-11-22,1987.4
13781,11,22,1987,11,PE,M,20,18,Peromyscus,eremicus,Rodent,Control,Granivore,1987-11-22,1987.4
13793,11,22,1987,11,PE,F,20,23,Peromyscus,eremicus,Rodent,Control,Granivore,1987-11-22,1987.4
13825,11,22,1987,11,PE,M,21,24,Peromyscus,eremicus,Rodent,Control,Granivore,1987-11-22,1987.4
13965,1,24,1988,11,PE,F,21,26,Peromyscus,eremicus,Rodent,Control,Granivore,1988-01-24,1988.1
14115,2,22,1988,11,PE,M,21,23,Peromyscus,eremicus,Rodent,Control,Granivore,1988-02-22,1988.1
14593,6,12,1988,11,PE,F,20,26,Peromyscus,eremicus,Rodent,Control,Granivore,1988-06-12,1988.2
14895,9,12,1988,11,PE,F,20,14,Peromyscus,eremicus,Rodent,Control,Granivore,1988-09-12,1988.3
15107,11,6,1988,11,PE,M,21,22,Peromyscus,eremicus,Rodent,Control,Granivore,1988-11-06,1988.4
15158,11,6,1988,11,PE,F,21,20,Peromyscus,eremicus,Rodent,Control,Granivore,1988-11-06,1988.4
15232,12,14,1988,11,PE,M,20,22,Peromyscus,eremicus,Rodent,Control,Granivore,1988-12-14,1988.4
15458,1,11,1989,11,PE,M,19,19,Peromyscus,eremicus,Rodent,Control,Granivore,1989-01-11,1989.1
15578,2,5,1989,11,PE,F,21,21,Peromyscus,eremicus,Rodent,Control,Granivore,1989-02-05,1989.1
15649,2,5,1989,11,PE,M,21,18,Peromyscus,eremicus,Rodent,Control,Granivore,1989-02-05,1989.1
15854,4,1,1989,11,PE,M,21,22,Peromyscus,eremicus,Rodent,Control,Granivore,1989-04-01,1989.2
16506,10,7,1989,11,PE,M,20,15,Peromyscus,eremicus,Rodent,Control,Granivore,1989-10-07,1989.4
16726,11,5,1989,11,PE,M,20,18,Peromyscus,eremicus,Rodent,Control,Granivore,1989-11-05,1989.4
17329,3,30,1990,11,PE,M,20,21,Peromyscus,eremicus,Rodent,Control,Granivore,1990-03-30,1990.1
19193,10,11,1991,11,PE,F,20,25,Peromyscus,eremicus,Rodent,Control,Granivore,1991-10-11,1991.4
19293,11,14,1991,11,PE,F,21,23,Peromyscus,eremicus,Rodent,Control,Granivore,1991-11-14,1991.4
19691,2,7,1992,11,PE,F,21,21,Peromyscus,eremicus,Rodent,Control,Granivore,1992-02-07,1992.1
19767,3,7,1992,11,PE,M,21,28,Peromyscus,eremicus,Rodent,Control,Granivore,1992-03-07,1992.1
19782,3,7,1992,11,PE,F,21,28,Peromyscus,eremicus,Rodent,Control,Granivore,1992-03-07,1992.1
19842,3,8,1992,11,PE,M,21,27,Peromyscus,eremicus,Rodent,Control,Granivore,1992-03-08,1992.1
19913,4,5,1992,11,PE,F,20,29,Peromyscus,eremicus,Rodent,Control,Granivore,1992-04-05,1992.2
32529,8,26,2001,11,PE,M,19,18,Peromyscus,eremicus,Rodent,Control,Granivore,2001-08-26,2001.3
34104,5,16,2002,11,PE,F,20,27,Peromyscus,eremicus,Rodent,Control,Granivore,2002-05-16,2002.2
34111,5,16,2002,11,PE,M,20,22,Peromyscus,eremicus,Rodent,Control,Granivore,2002-05-16,2002.2
20,7,17,1977,11,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-07-17,1977.3
91,8,20,1977,11,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-08-20,1977.3
104,8,20,1977,11,DS,M,43,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-08-20,1977.3
291,10,17,1977,11,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-10-17,1977.4
310,10,17,1977,11,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-10-17,1977.4
383,11,13,1977,11,DS,F,52,126,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-11-13,1977.4
392,11,13,1977,11,DS,F,53,122,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-11-13,1977.4
472,12,11,1977,11,DS,F,49,127,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-12-11,1977.4
485,12,11,1977,11,DS,M,52,127,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-12-11,1977.4
491,12,11,1977,11,DS,M,48,138,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-12-11,1977.4
499,12,11,1977,11,DS,F,51,121,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1977-12-11,1977.4
552,1,9,1978,11,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-01-09,1978.1
561,1,9,1978,11,DS,M,53,136,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-01-09,1978.1
689,3,12,1978,11,DS,M,53,138,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-03-12,1978.1
705,3,12,1978,11,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-03-12,1978.1
786,4,9,1978,11,DS,M,52,131,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-04-09,1978.2
808,4,9,1978,11,DS,F,51,132,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-04-09,1978.2
809,4,9,1978,11,DS,F,47,75,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-04-09,1978.2
882,5,18,1978,11,DS,M,52,118,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-05-18,1978.2
904,5,18,1978,11,DS,F,52,97,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-05-18,1978.2
940,6,8,1978,11,DS,M,51,119,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-06-08,1978.2
974,6,8,1978,11,DS,F,49,98,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-06-08,1978.2
1037,7,7,1978,11,DS,M,52,122,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-07-07,1978.3
1057,7,7,1978,11,DS,F,51,96,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-07-07,1978.3
1122,8,4,1978,11,DS,M,53,126,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-08-04,1978.3
1143,8,4,1978,11,DS,F,52,108,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-08-04,1978.3
1200,9,3,1978,11,DS,M,51,126,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-09-03,1978.3
1244,9,3,1978,11,DS,F,52,110,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-09-03,1978.3
1315,10,7,1978,11,DS,M,50,108,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-10-07,1978.4
1340,10,7,1978,11,DS,F,49,118,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1978-10-07,1978.4
1710,3,31,1979,11,DS,M,NA,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1979-03-31,1979.1
1865,7,3,1979,11,DS,M,50,91,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1979-07-03,1979.3
1937,7,25,1979,11,DS,M,51,98,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1979-07-25,1979.3
2076,10,24,1979,11,DS,M,49,137,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1979-10-24,1979.4
2243,11,18,1979,11,DS,M,49,134,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1979-11-18,1979.4
2276,1,15,1980,11,DS,M,47,132,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-01-15,1980.1
2479,2,25,1980,11,DS,M,51,143,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-02-25,1980.1
2641,3,9,1980,11,DS,M,NA,147,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-03-09,1980.1
2842,4,17,1980,11,DS,F,NA,130,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-04-17,1980.2
2857,4,17,1980,11,DS,F,NA,92,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-04-17,1980.2
2919,5,17,1980,11,DS,F,47,105,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-05-17,1980.2
2925,5,17,1980,11,DS,M,43,45,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-05-17,1980.2
3046,6,22,1980,11,DS,M,52,109,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-06-22,1980.2
3064,6,22,1980,11,DS,M,46,54,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-06-22,1980.2
3130,7,21,1980,11,DS,M,52,113,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-07-21,1980.3
3148,7,21,1980,11,DS,M,53,122,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-07-21,1980.3
3150,7,21,1980,11,DS,M,45,71,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-07-21,1980.3
3191,8,13,1980,11,DS,M,51,121,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-08-13,1980.3
3204,8,13,1980,11,DS,M,47,102,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-08-13,1980.3
3259,9,7,1980,11,DS,M,51,131,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-09-07,1980.3
3358,10,11,1980,11,DS,M,51,130,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-10-11,1980.4
3445,11,8,1980,11,DS,M,51,127,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-11-08,1980.4
3601,12,16,1980,11,DS,M,52,126,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1980-12-16,1980.4
3695,1,11,1981,11,DS,M,50,130,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-01-11,1981.1
3767,1,12,1981,11,DS,M,49,128,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-01-12,1981.1
3825,1,31,1981,11,DS,M,48,130,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-01-31,1981.1
3930,3,8,1981,11,DS,M,52,135,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-03-08,1981.1
4205,4,6,1981,11,DS,F,NA,77,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-04-06,1981.2
4280,4,6,1981,11,DS,M,NA,123,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-04-06,1981.2
4348,4,6,1981,11,DS,M,NA,117,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-04-06,1981.2
4377,5,3,1981,11,DS,M,49,129,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-05-03,1981.2
4565,6,5,1981,11,DS,M,NA,133,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-06-05,1981.2
4911,10,25,1981,11,DS,F,49,112,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-10-25,1981.4
5121,12,31,1981,11,DS,F,49,110,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1981-12-31,1981.4
5214,1,24,1982,11,DS,F,49,149,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-01-24,1982.1
5394,2,23,1982,11,DS,F,49,108,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-02-23,1982.1
5512,3,29,1982,11,DS,F,51,106,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-03-29,1982.1
5686,4,28,1982,11,DS,M,48,56,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-04-28,1982.2
5705,4,28,1982,11,DS,F,50,102,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-04-28,1982.2
5833,5,21,1982,11,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-05-21,1982.2
5834,5,21,1982,11,DS,F,39,103,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-05-21,1982.2
6060,6,29,1982,11,DS,F,NA,91,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-06-29,1982.2
6068,6,29,1982,11,DS,F,NA,105,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-06-29,1982.2
6084,6,29,1982,11,DS,M,50,92,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-06-29,1982.2
6131,6,29,1982,11,DS,M,49,96,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-06-29,1982.2
6136,6,29,1982,11,DS,M,49,90,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-06-29,1982.2
6222,7,26,1982,11,DS,NA,NA,104,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-07-26,1982.3
6279,7,26,1982,11,DS,M,NA,105,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-07-26,1982.3
6285,7,26,1982,11,DS,M,NA,98,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-07-26,1982.3
6332,8,15,1982,11,DS,F,49,105,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-08-15,1982.3
6351,8,15,1982,11,DS,M,51,98,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-08-15,1982.3
6412,8,15,1982,11,DS,M,49,94,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-08-15,1982.3
6526,9,18,1982,11,DS,F,48,106,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-09-18,1982.3
6538,9,18,1982,11,DS,M,51,105,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-09-18,1982.3
6558,9,18,1982,11,DS,F,48,109,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-09-18,1982.3
6823,10,24,1982,11,DS,F,NA,126,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-10-24,1982.4
7044,11,22,1982,11,DS,F,49,106,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-11-22,1982.4
7114,11,22,1982,11,DS,F,51,111,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1982-11-22,1982.4
7155,1,12,1983,11,DS,F,50,121,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-01-12,1983.1
7228,1,12,1983,11,DS,F,51,118,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-01-12,1983.1
7463,3,14,1983,11,DS,F,50,104,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-03-14,1983.1
7532,3,14,1983,11,DS,F,51,118,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-03-14,1983.1
7719,4,17,1983,11,DS,F,51,102,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-04-17,1983.2
7728,4,17,1983,11,DS,F,49,86,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-04-17,1983.2
7785,4,17,1983,11,DS,F,53,143,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-04-17,1983.2
8000,6,18,1983,11,DS,M,50,127,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-06-18,1983.2
8046,6,18,1983,11,DS,F,52,128,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-06-18,1983.2
8267,8,16,1983,11,DS,F,51,127,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-08-16,1983.3
8343,9,11,1983,11,DS,M,49,132,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-09-11,1983.3
8388,9,11,1983,11,DS,F,48,94,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-09-11,1983.3
8416,9,11,1983,11,DS,F,52,125,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-09-11,1983.3
8485,10,16,1983,11,DS,F,47,91,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-10-16,1983.4
8525,10,16,1983,11,DS,F,51,125,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-10-16,1983.4
8632,11,13,1983,11,DS,F,47,98,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-11-13,1983.4
8638,11,13,1983,11,DS,F,47,100,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-11-13,1983.4
8663,11,13,1983,11,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-11-13,1983.4
8682,11,13,1983,11,DS,M,48,129,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-11-13,1983.4
8751,12,9,1983,11,DS,M,50,129,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-12-09,1983.4
8752,12,9,1983,11,DS,F,48,96,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-12-09,1983.4
8761,12,9,1983,11,DS,F,49,94,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-12-09,1983.4
8789,12,9,1983,11,DS,F,52,119,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1983-12-09,1983.4
8859,2,5,1984,11,DS,M,51,122,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-02-05,1984.1
8874,2,5,1984,11,DS,F,51,96,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-02-05,1984.1
8965,3,13,1984,11,DS,M,51,128,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-03-13,1984.1
9025,4,10,1984,11,DS,M,51,127,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-04-10,1984.2
9148,5,13,1984,11,DS,M,49,133,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-05-13,1984.2
9563,9,30,1984,11,DS,F,47,90,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-09-30,1984.3
9666,10,21,1984,11,DS,F,46,98,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1984-10-21,1984.4
10887,10,13,1985,11,DS,F,48,102,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1985-10-13,1985.4
11037,11,17,1985,11,DS,F,49,108,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1985-11-17,1985.4
11287,3,9,1986,11,DS,M,50,126,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-03-09,1986.1
11380,4,13,1986,11,DS,M,52,120,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-04-13,1986.2
11492,5,11,1986,11,DS,M,49,115,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-05-11,1986.2
11844,9,7,1986,11,DS,M,50,137,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-09-07,1986.3
11922,10,5,1986,11,DS,F,46,102,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-10-05,1986.4
12021,11,16,1986,11,DS,F,50,117,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-11-16,1986.4
12128,12,15,1986,11,DS,F,48,135,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1986-12-15,1986.4
12271,2,1,1987,11,DS,F,50,117,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1987-02-01,1987.1
12396,3,2,1987,11,DS,F,47,115,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1987-03-02,1987.1
12715,4,26,1987,11,DS,F,46,50,Dipodomys,spectabilis,Rodent,Control,Kangaroo Rat,1987-04-26,1987.2
29,7,17,1977,11,PP,M,NA,NA,Chaetodipus,penicillatus,Rodent,Control,Granivore,1977-07-17,1977.3
108,8,20,1977,11,PP,M,21,NA,Chaetodipus,penicillatus,Rodent,Control,Granivore,1977-08-20,1977.3
897,5,18,1978,11,PP,M,21,15,Chaetodipus,penicillatus,Rodent,Control,Granivore,1978-05-18,1978.2
981,6,8,1978,11,PP,M,21,15,Chaetodipus,penicillatus,Rodent,Control,Granivore,1978-06-08,1978.2
1032,7,7,1978,11,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1978-07-07,1978.3
1221,9,3,1978,11,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Control,Granivore,1978-09-03,1978.3
1227,9,3,1978,11,PP,M,22,13,Chaetodipus,penicillatus,Rodent,Control,Granivore,1978-09-03,1978.3
1318,10,7,1978,11,PP,F,21,15,Chaetodipus,penicillatus,Rodent,Control,Granivore,1978-10-07,1978.4
1940,7,25,1979,11,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1979-07-25,1979.3
2084,10,24,1979,11,PP,M,21,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1979-10-24,1979.4
2260,11,18,1979,11,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1979-11-18,1979.4
3261,9,7,1980,11,PP,F,23,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1980-09-07,1980.3
3329,10,11,1980,11,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1980-10-11,1980.4
3707,1,11,1981,11,PP,F,20,14,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-01-11,1981.1
3832,1,31,1981,11,PP,F,21,15,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-01-31,1981.1
4294,4,6,1981,11,PP,F,NA,15,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-04-06,1981.2
4566,6,5,1981,11,PP,F,22,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-06-05,1981.2
4602,7,7,1981,11,PP,M,20,11,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-07-07,1981.3
4621,7,7,1981,11,PP,F,21,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-07-07,1981.3
4718,7,31,1981,11,PP,F,21,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1981-07-31,1981.3
5691,4,28,1982,11,PP,F,22,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1982-04-28,1982.2
6066,6,29,1982,11,PP,F,NA,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1982-06-29,1982.2
6250,7,26,1982,11,PP,F,NA,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1982-07-26,1982.3
6344,8,15,1982,11,PP,F,21,19,Chaetodipus,penicillatus,Rodent,Control,Granivore,1982-08-15,1982.3
9153,5,13,1984,11,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1984-05-13,1984.2
10296,4,21,1985,11,PP,F,21,8,Chaetodipus,penicillatus,Rodent,Control,Granivore,1985-04-21,1985.2
10790,9,22,1985,11,PP,M,23,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1985-09-22,1985.3
11293,3,9,1986,11,PP,M,22,15,Chaetodipus,penicillatus,Rodent,Control,Granivore,1986-03-09,1986.1
12548,4,6,1987,11,PP,M,22,19,Chaetodipus,penicillatus,Rodent,Control,Granivore,1987-04-06,1987.2
12680,4,26,1987,11,PP,M,22,21,Chaetodipus,penicillatus,Rodent,Control,Granivore,1987-04-26,1987.2
12843,5,28,1987,11,PP,M,24,20,Chaetodipus,penicillatus,Rodent,Control,Granivore,1987-05-28,1987.2
13110,7,26,1987,11,PP,M,NA,19,Chaetodipus,penicillatus,Rodent,Control,Granivore,1987-07-26,1987.3
13419,9,27,1987,11,PP,M,16,21,Chaetodipus,penicillatus,Rodent,Control,Granivore,1987-09-27,1987.3
14271,3,21,1988,11,PP,M,21,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-03-21,1988.1
14431,4,19,1988,11,PP,M,22,21,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-04-19,1988.2
14487,5,15,1988,11,PP,M,23,20,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-05-15,1988.2
14621,6,12,1988,11,PP,F,21,19,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-06-12,1988.2
14696,7,15,1988,11,PP,F,20,18,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-07-15,1988.3
14793,8,10,1988,11,PP,F,22,17,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-08-10,1988.3
14900,9,12,1988,11,PP,F,22,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1988-09-12,1988.3
16295,7,4,1989,11,PP,M,NA,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1989-07-04,1989.3
18688,5,14,1991,11,PP,F,22,19,Chaetodipus,penicillatus,Rodent,Control,Granivore,1991-05-14,1991.2
18699,5,14,1991,11,PP,M,20,16,Chaetodipus,penicillatus,Rodent,Control,Granivore,1991-05-14,1991.2
19051,9,10,1991,11,PP,M,22,17,Chaetodipus,penicillatus,Rodent,Control,Granivore,1991-09-10,1991.3
20137,7,4,1992,11,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Control,Granivore,1992-07-04,1992.3
20282,8,30,1992,11,PP,M,21,14,Chaetodipus,penicillatus,Rodent,Control,Granivore,1992-08-30,1992.3
20288,8,30,1992,11,PP,F,20,12,Chaetodipus,penicillatus,Rodent,Control,Granivore,1992-08-30,1992.3
20302,8,30,1992,11,PP,F,20,13,Chaetodipus,penicillatus,Rodent,Control,Granivore,1992-08-30,1992.3
20396,9,27,1992,11,PP,F,20,17,Chaetodipus,penicillatus,Rodent,Control,Granivore,1992-09-27,1992.3
