date,plot,species,sex,hfl,wgt
2003-07-28,17,PB,F,28,32
2003-07-28,17,PP,M,22,11
2003-07-28,17,OT,M,20,17
2003-07-28,17,PB,M,26,30
2003-07-28,17,PP,M,22,13
2003-07-28,17,DM,M,38,47
2003-07-28,17,PB,M,28,18
2003-07-28,17,DM,F,36,44
2003-07-28,17,PB,F,26,28
2003-07-28,17,PB,F,26,NA
2003-07-28,17,DM,M,37,40
2003-07-28,17,OT,F,21,21
2003-07-28,17,PP,F,21,13
2003-07-28,17,PB,F,25,31
2003-07-28,17,DM,M,36,43
2003-07-28,17,NA,M,30,118
2003-07-28,20,PB,F,25,21
2003-07-28,20,PP,M,21,11
2003-07-28,20,PB,F,26,32
2003-07-28,20,PB,F,27,20
2003-07-28,20,PB,M,26,28
2003-07-28,20,PP,F,22,10
2003-07-28,20,OT,M,20,17
2003-07-28,20,PB,F,26,33
2003-07-28,20,PP,M,24,13
2003-07-28,20,PB,F,26,28
2003-07-28,20,PB,M,26,41
2003-07-28,20,PP,M,22,12
2003-07-28,20,PB,F,26,29
2003-07-28,20,NA,F,31,143
2003-07-28,20,NA,F,32,195
2003-07-28,21,PB,F,26,19
2003-07-28,21,PP,F,22,12
2003-07-28,21,PB,M,27,25
2003-07-28,21,PB,F,26,19
2003-07-28,21,PB,F,27,27
2003-07-28,21,PB,F,26,17
2003-07-28,21,PB,F,27,23
2003-07-28,21,PB,F,26,28
2003-07-28,21,PB,F,26,28
2003-07-28,21,PF,F,15,8
2003-07-28,21,PP,F,21,15
2003-07-28,21,PB,F,26,32
2003-07-28,21,OT,M,20,11
2003-07-28,21,PB,M,27,24
2003-07-28,21,OT,F,20,18
2003-07-28,21,PB,M,26,41
2003-07-28,21,PB,F,26,23
2003-07-28,22,PB,M,27,25
2003-07-28,22,PP,F,21,10
2003-07-28,22,DM,M,37,43
2003-07-28,22,PB,F,26,26
2003-07-28,22,PB,F,26,21
2003-07-28,22,PB,F,26,23
2003-07-28,22,PB,F,26,19
2003-07-28,22,PB,F,26,26
2003-07-28,22,DM,F,36,38
2003-07-28,22,PP,M,21,12
2003-07-28,22,PB,M,26,34
2003-07-28,22,PB,F,26,21
2003-07-28,22,PP,F,21,9
2003-07-28,24,OT,M,22,18
2003-07-28,24,PE,M,20,16
2003-07-28,24,RM,M,16,6
2003-07-28,24,SH,F,28,NA
2003-07-28,24,PE,M,20,13
2003-07-28,16,PB,M,26,25
2003-07-28,16,PP,M,23,10
2003-07-28,16,PP,F,22,12
2003-07-28,16,PP,M,22,12
2003-07-28,16,PP,M,21,11
2003-07-28,16,OT,M,20,21
2003-07-28,16,PE,M,20,16
2003-07-28,16,PE,F,21,16
2003-07-28,23,PP,F,22,11
2003-07-28,23,DM,F,34,37
2003-07-28,23,AH,NA,NA,NA
2003-07-28,23,PE,M,20,16
2003-07-28,23,PE,F,19,12
2003-07-28,23,PB,F,25,18
2003-07-28,23,OT,F,21,20
2003-07-28,23,PP,M,22,11
2003-07-29,3,PB,F,26,19
2003-07-29,3,OT,F,20,18
2003-07-29,3,PB,F,27,25
2003-07-29,3,PP,F,23,15
2003-07-29,3,OL,F,20,26
2003-07-29,3,PP,M,23,13
2003-07-29,3,PB,M,27,25
2003-07-29,3,PP,M,22,13
2003-07-29,3,PP,F,21,12
2003-07-29,3,PP,M,23,12
2003-07-29,3,RM,M,14,10
2003-07-29,3,PP,F,21,12
2003-07-29,3,OL,F,20,28
2003-07-29,3,PP,F,21,14
2003-07-29,3,PP,F,21,10
2003-07-29,3,PB,M,27,29
2003-07-29,3,PB,F,26,30
2003-07-29,3,PP,M,22,14
2003-07-29,3,PP,F,21,13
2003-07-29,3,PP,M,22,13
2003-07-29,3,PB,F,25,20
2003-07-29,4,SF,M,25,59
2003-07-29,4,PB,F,26,28
2003-07-29,4,PP,F,21,13
2003-07-29,4,OT,F,21,24
2003-07-29,4,PP,M,21,14
2003-07-29,4,PP,M,22,15
2003-07-29,4,DO,M,36,41
2003-07-29,4,PP,M,22,13
2003-07-29,4,OT,M,20,14
2003-07-29,4,DO,F,36,46
2003-07-29,4,PP,M,21,NA
2003-07-29,4,PF,F,15,8
2003-07-29,4,DO,M,35,40
2003-07-29,4,PP,F,21,10
2003-07-29,4,PB,F,27,30
2003-07-29,4,DO,F,35,37
2003-07-29,4,PI,M,21,15
2003-07-29,6,PB,F,26,31
2003-07-29,6,PP,M,21,10
2003-07-29,6,PP,F,21,11
2003-07-29,6,PP,F,21,11
2003-07-29,6,PB,F,26,25
2003-07-29,6,PB,F,25,20
2003-07-29,6,PB,F,26,24
2003-07-29,6,PP,F,21,11
2003-07-29,6,PP,F,21,10
2003-07-29,6,PP,F,21,10
2003-07-29,6,PB,F,25,19
2003-07-29,6,PB,F,26,33
2003-07-29,6,PB,F,25,21
2003-07-29,6,PB,M,26,26
2003-07-29,6,PB,F,26,21
2003-07-29,6,PB,F,25,25
2003-07-29,6,PP,F,21,11
2003-07-29,6,OT,M,20,23
2003-07-29,6,OT,F,19,22
2003-07-29,11,DO,M,36,41
2003-07-29,11,PP,F,22,12
2003-07-29,11,PP,F,20,14
2003-07-29,11,PP,M,22,13
2003-07-29,11,PP,M,21,10
2003-07-29,11,PP,F,21,10
2003-07-29,11,PP,M,21,16
2003-07-29,11,PB,M,28,24
2003-07-29,11,DO,F,36,39
2003-07-29,11,PP,F,23,12
2003-07-29,11,PP,F,23,11
2003-07-29,11,DO,F,34,40
2003-07-29,11,PP,M,22,17
2003-07-29,9,PB,F,26,32
2003-07-29,9,PP,F,21,11
2003-07-29,9,DM,M,36,28
2003-07-29,9,DM,F,37,37
2003-07-29,9,PP,F,22,11
2003-07-29,9,PP,F,23,13
2003-07-29,9,DM,M,37,44
2003-07-29,9,PB,M,27,27
2003-07-29,9,PB,M,27,28
2003-07-29,9,PP,F,22,15
2003-07-29,9,OT,F,20,21
2003-07-29,9,DM,F,37,38
2003-07-29,9,PB,F,26,21
2003-07-29,9,SF,F,25,82
2003-07-29,9,SF,M,24,89
2003-07-29,8,PB,F,25,20
2003-07-29,8,PP,F,22,15
2003-07-29,8,PB,M,27,25
2003-07-29,8,PB,F,26,18
2003-07-29,8,PB,F,26,26
2003-07-29,8,DM,F,36,37
2003-07-29,8,OT,F,20,23
2003-07-29,8,OT,M,19,18
2003-07-29,8,PP,F,21,11
2003-07-29,8,OT,M,21,14
2003-07-29,8,PP,F,22,18
2003-07-29,8,PB,F,26,22
2003-07-29,13,PP,F,21,11
2003-07-29,13,PP,F,22,12
2003-07-29,13,PP,M,22,10
2003-07-29,13,PB,F,27,32
2003-07-29,13,DM,M,37,39
2003-07-29,13,PB,M,27,28
2003-07-29,13,PB,F,25,23
2003-07-29,13,PF,M,15,7
2003-07-29,13,PB,F,27,33
2003-07-29,13,PP,M,22,13
2003-07-29,13,OT,F,20,25
2003-07-29,13,PB,F,26,27
2003-07-29,13,OT,F,20,13
2003-07-29,13,PP,M,22,13
2003-07-29,14,DM,M,35,40
2003-07-29,14,PF,M,15,8
2003-07-29,14,DM,F,33,39
2003-07-29,14,DM,M,37,36
2003-07-29,14,PP,F,22,15
2003-07-29,14,SS,NA,NA,NA
2003-07-29,14,DM,M,35,41
2003-07-29,14,OT,F,20,22
2003-07-29,14,PP,F,22,13
2003-07-29,14,DM,F,35,37
2003-07-29,14,DM,F,36,38
2003-07-29,14,DM,M,35,44
2003-07-29,14,PP,F,21,14
2003-07-29,14,PB,F,26,19
2003-07-29,15,PB,F,26,22
2003-07-29,15,PB,M,26,38
2003-07-29,15,PB,F,26,33
2003-07-29,15,PB,F,26,25
2003-07-29,15,PB,M,26,27
2003-07-29,15,PB,F,25,29
2003-07-29,15,PB,F,26,20
2003-07-29,15,PP,F,21,11
2003-07-29,15,PB,F,27,29
2003-07-29,15,PB,F,25,31
2003-07-29,15,DM,F,36,32
2003-07-29,15,AH,NA,NA,NA
2003-07-29,15,PB,F,27,23
2003-07-29,5,PE,M,20,14
2003-07-29,5,PE,F,19,13
2003-07-29,10,PP,F,22,13
2003-07-29,7,PP,M,22,10
2003-07-29,7,PP,F,22,11
2003-07-29,7,PE,F,20,18
2003-08-23,1,PP,F,22,17
2003-08-23,1,OT,F,19,23
2003-08-23,1,OT,F,20,36
2003-08-23,1,PP,F,22,15
2003-08-23,1,PP,F,21,14
2003-08-23,1,PP,F,22,17
2003-08-23,1,PP,M,22,15
2003-08-23,1,PP,F,22,20
2003-08-23,1,DO,F,36,51
2003-08-23,1,DM,M,37,36
2003-08-23,1,PP,M,23,15
2003-08-23,1,DO,M,36,48
2003-08-23,1,OT,F,20,11
2003-08-23,1,PP,M,22,19
2003-08-23,2,PB,M,26,31
2003-08-23,2,PB,M,27,50
2003-08-23,2,DM,M,36,46
2003-08-23,2,PB,F,26,30
2003-08-23,2,PP,F,23,18
2003-08-23,2,PE,M,19,18
2003-08-23,2,PP,F,20,15
2003-08-23,2,OT,F,20,28
2003-08-23,2,PB,M,26,30
2003-08-23,2,PP,M,22,20
2003-08-23,2,PB,F,27,30
2003-08-23,12,DO,M,32,55
2003-08-23,12,DO,M,39,52
2003-08-23,12,PB,F,24,43
2003-08-23,12,PP,M,21,21
2003-08-23,12,NA,M,30,58
2003-08-23,12,PP,F,22,20
2003-08-23,12,DM,F,37,34
2003-08-23,12,PP,M,22,22
2003-08-23,12,PP,M,20,18
2003-08-23,12,PP,F,21,19
2003-08-23,12,PP,M,22,20
2003-08-23,12,DM,F,35,42
2003-08-23,12,DM,M,36,38
2003-08-23,12,PE,F,19,25
2003-08-23,12,OT,F,19,31
2003-08-23,19,PP,F,19,15
2003-08-23,19,PP,M,21,21
2003-08-23,19,PB,F,26,32
2003-08-23,19,PB,F,25,31
2003-08-23,19,PP,F,22,18
2003-08-23,19,OT,F,20,25
2003-08-23,19,PB,F,26,36
2003-08-23,19,PP,F,21,22
2003-08-23,19,PB,F,26,33
2003-08-23,19,PB,M,26,36
2003-08-23,19,PB,F,26,40
2003-08-23,18,PB,F,26,30
2003-08-23,18,PB,F,25,35
2003-08-23,18,PB,F,27,32
2003-08-23,18,PB,F,26,29
2003-08-23,18,PB,F,26,31
2003-08-23,18,PB,F,26,38
2003-08-23,18,OT,M,20,31
2003-08-23,18,PB,F,26,27
2003-08-23,18,PP,F,22,17
2003-08-23,18,PB,F,26,39
2003-08-23,18,PP,M,21,18
2003-08-23,18,PB,M,26,36
2003-08-23,18,NA,M,32,152
2003-08-23,17,OT,F,19,26
2003-08-23,17,PB,F,26,34
2003-08-23,17,PB,F,27,42
2003-08-23,17,DM,M,36,49
2003-08-23,17,PP,M,22,18
2003-08-23,17,PP,M,21,18
2003-08-23,17,DM,M,36,54
2003-08-23,17,PB,M,27,36
2003-08-23,17,DM,F,36,52
2003-08-23,17,OT,M,20,24
2003-08-23,17,PP,F,21,20
2003-08-23,17,PB,F,26,41
2003-08-23,17,PB,F,27,28
2003-08-23,17,PB,F,28,34
2003-08-23,17,DM,M,36,45
2003-08-23,20,RM,F,15,14
2003-08-23,20,PB,M,26,36
2003-08-23,20,PB,F,26,35
2003-08-23,20,PB,F,26,33
2003-08-23,20,PB,F,26,36
2003-08-23,20,PB,M,28,49
2003-08-23,20,PB,F,26,31
2003-08-23,20,PB,F,26,33
2003-08-23,20,PB,F,26,39
2003-08-23,20,OT,F,21,28
2003-08-23,20,AH,NA,NA,NA
2003-08-23,21,PB,F,26,28
2003-08-23,21,PB,M,26,31
2003-08-23,21,PB,F,27,33
2003-08-23,21,PP,F,21,18
2003-08-23,21,PB,F,25,32
2003-08-23,21,PB,F,28,36
2003-08-23,21,PB,F,26,31
2003-08-23,21,PB,M,27,38
2003-08-23,21,PB,F,26,30
2003-08-23,21,PB,F,25,39
2003-08-23,21,PB,F,28,31
2003-08-23,21,PB,F,27,31
2003-08-23,21,PB,M,26,33
2003-08-23,21,SS,NA,NA,NA
2003-08-23,21,PB,F,24,25
2003-08-23,22,PB,M,26,40
2003-08-23,22,PB,F,25,26
2003-08-23,22,PB,F,26,28
2003-08-23,22,PB,F,27,35
2003-08-23,22,PB,F,27,31
2003-08-23,22,DM,F,37,43
2003-08-23,22,PP,F,22,18
2003-08-23,22,OT,F,20,31
2003-08-23,22,PP,F,22,17
2003-08-23,22,PP,F,23,16
2003-08-23,22,DM,M,37,49
2003-08-23,22,PB,F,26,34
2003-08-23,22,PP,F,21,17
2003-08-23,22,PB,M,26,36
2003-08-23,16,OT,NA,20,NA
2003-08-23,16,DM,F,37,48
2003-08-23,16,PP,M,19,22
2003-08-23,16,OT,M,20,25
2003-08-23,16,OT,F,20,21
2003-08-23,16,OT,F,20,23
2003-08-23,16,PP,F,18,15
2003-08-23,23,PB,F,25,29
2003-08-23,23,PP,M,21,18
2003-08-23,23,PP,F,22,18
2003-08-23,23,PB,F,25,28
2003-08-23,23,OL,M,20,34
2003-08-23,23,PP,F,20,17
2003-08-23,23,RM,M,16,14
2003-08-23,24,OT,M,19,27
2003-08-23,24,PP,F,22,20
2003-08-23,24,PE,F,19,20
2003-08-23,24,PE,M,20,22
2003-08-24,3,OT,M,20,29
2003-08-24,3,PB,M,27,31
2003-08-24,3,PP,M,23,18
2003-08-24,3,OL,F,19,30
2003-08-24,3,PP,F,21,17
2003-08-24,3,PP,M,22,19
2003-08-24,3,PP,F,21,20
2003-08-24,3,PP,F,21,17
2003-08-24,3,DM,F,36,36
2003-08-24,3,PB,M,26,42
2003-08-24,3,PB,M,27,33
2003-08-24,3,OL,F,21,30
2003-08-24,3,PP,F,22,17
2003-08-24,3,DM,M,36,61
2003-08-24,4,PP,F,20,18
2003-08-24,4,PB,F,27,36
2003-08-24,4,DO,F,37,52
2003-08-24,4,OT,M,17,28
2003-08-24,4,DO,M,39,50
2003-08-24,4,DS,F,50,98
2003-08-24,4,PB,F,26,36
2003-08-24,4,PB,F,26,33
2003-08-24,4,DO,F,35,53
2003-08-24,4,PP,F,21,19
2003-08-24,6,PP,F,20,18
2003-08-24,6,PP,F,22,17
2003-08-24,6,PB,F,26,30
2003-08-24,6,PB,F,25,29
2003-08-24,6,PB,F,26,41
2003-08-24,6,PB,F,26,31
2003-08-24,6,PP,F,21,19
2003-08-24,6,OT,F,21,29
2003-08-24,6,PB,M,26,33
2003-08-24,6,PB,F,26,28
2003-08-24,6,OT,M,20,29
2003-08-24,6,PB,F,26,31
2003-08-24,6,PB,F,26,38
2003-08-24,6,DM,M,34,28
2003-08-24,6,PP,M,21,17
2003-08-24,6,PB,F,25,26
2003-08-24,11,PP,F,22,18
2003-08-24,11,DO,F,34,53
2003-08-24,11,OL,M,20,38
2003-08-24,11,PB,M,27,34
2003-08-24,11,PP,M,22,22
2003-08-24,11,PP,F,20,20
2003-08-24,11,DO,F,34,45
2003-08-24,11,OT,F,19,29
2003-08-24,11,PP,M,22,20
2003-08-24,11,DO,M,36,50
2003-08-24,11,OT,M,18,25
2003-08-24,11,PP,F,23,17
2003-08-24,11,PP,F,23,20
2003-08-24,9,PE,M,20,24
2003-08-24,9,PP,F,22,17
2003-08-24,9,DM,F,37,51
2003-08-24,9,PB,M,26,33
2003-08-24,9,DM,M,37,55
2003-08-24,9,OT,M,21,20
2003-08-24,9,DM,F,37,46
2003-08-24,9,DX,NA,NA,NA
2003-08-24,9,DM,M,36,42
2003-08-24,9,PB,F,27,38
2003-08-24,9,PP,F,22,17
2003-08-24,9,PP,M,23,19
2003-08-24,8,PB,F,26,25
2003-08-24,8,PB,F,26,30
2003-08-24,8,DM,M,36,43
2003-08-24,8,OT,M,19,25
2003-08-24,8,PP,F,23,22
2003-08-24,8,PB,F,26,34
2003-08-24,8,PP,M,22,17
2003-08-24,13,DM,F,34,42
2003-08-24,13,PB,F,26,39
2003-08-24,13,PB,F,26,28
2003-08-24,13,PP,M,23,19
2003-08-24,13,PP,F,22,17
2003-08-24,13,DM,M,38,49
2003-08-24,13,PB,F,28,44
2003-08-24,13,PF,F,15,10
2003-08-24,13,PB,M,27,40
2003-08-24,14,DM,M,37,50
2003-08-24,14,PP,F,22,22
2003-08-24,14,DM,F,37,46
2003-08-24,14,DM,F,33,45
2003-08-24,14,PF,M,15,8
2003-08-24,14,PP,M,23,21
2003-08-24,14,PP,F,22,18
2003-08-24,14,DM,M,34,52
2003-08-24,14,SS,NA,NA,NA
2003-08-24,14,DM,F,35,30
2003-08-24,14,DM,F,36,47
2003-08-24,14,OT,F,17,21
2003-08-24,14,DM,M,35,52
2003-08-24,15,AH,NA,NA,NA
2003-08-24,15,SS,NA,NA,NA
2003-08-24,15,PB,M,26,32
2003-08-24,15,PB,F,26,41
2003-08-24,15,DM,F,36,41
2003-08-24,15,PB,F,25,33
2003-08-24,15,PB,F,28,31
2003-08-24,15,PB,F,25,35
2003-08-24,15,PB,F,27,25
2003-08-24,15,PB,M,28,46
2003-08-24,15,PB,F,25,31
2003-08-24,15,PB,F,25,34
2003-08-24,5,PE,M,20,20
2003-08-24,5,PE,F,16,18
2003-08-24,10,RM,F,15,12
2003-08-24,10,DM,M,36,47
2003-08-24,10,PP,F,22,19
2003-08-24,10,PP,F,23,19
2003-08-24,10,SS,NA,NA,NA
2003-08-24,7,OT,F,21,25
2003-08-24,7,PP,M,22,16
2003-09-27,1,PP,F,22,16
2003-09-27,1,PP,F,22,13
2003-09-27,1,OT,F,20,32
2003-09-27,1,DO,F,36,47
2003-09-27,1,RM,F,15,11
2003-09-27,1,PP,M,23,13
2003-09-27,1,PB,F,26,29
2003-09-27,1,PP,F,22,16
2003-09-27,1,OT,M,21,21
2003-09-27,2,PB,F,25,26
2003-09-27,2,PB,M,26,25
2003-09-27,2,OT,F,20,22
2003-09-27,2,PB,M,27,42
2003-09-27,2,PB,M,25,28
2003-09-27,2,OT,F,21,19
2003-09-27,2,OT,F,20,27
2003-09-27,2,PB,F,26,24
2003-09-27,2,PE,M,19,16
2003-09-27,2,DM,M,36,44
2003-09-27,12,DM,M,37,42
2003-09-27,12,PP,F,22,14
2003-09-27,12,PB,F,25,24
2003-09-27,12,DO,M,37,48
2003-09-27,12,DM,F,38,41
2003-09-27,12,DO,F,37,57
2003-09-27,12,PB,F,26,38
2003-09-27,12,OL,F,20,30
2003-09-27,19,PB,F,26,28
2003-09-27,19,PB,M,26,32
2003-09-27,19,PB,F,25,37
2003-09-27,19,OT,F,19,21
2003-09-27,19,PP,F,21,13
2003-09-27,19,PB,F,26,29
2003-09-27,18,PB,F,26,36
2003-09-27,18,PB,F,26,27
2003-09-27,18,PB,F,25,31
2003-09-27,18,PB,F,26,30
2003-09-27,18,PB,F,26,25
2003-09-27,18,PB,F,26,23
2003-09-27,18,OT,F,20,25
2003-09-27,18,PB,F,25,33
2003-09-27,18,PB,F,25,25
2003-09-27,18,PB,M,26,29
2003-09-27,17,PB,M,26,30
2003-09-27,17,DM,M,37,43
2003-09-27,17,PB,F,29,33
2003-09-27,17,OT,M,21,21
2003-09-27,17,DM,M,36,45
2003-09-27,17,PB,F,27,32
2003-09-27,17,DM,M,36,45
2003-09-27,17,PB,F,27,40
2003-09-27,17,SS,NA,NA,NA
2003-09-27,17,DM,F,36,46
2003-09-27,17,OT,F,19,19
2003-09-27,17,PB,F,26,35
2003-09-27,20,PB,M,28,39
2003-09-27,20,RM,F,16,11
2003-09-27,20,PE,F,21,23
2003-09-27,20,SS,NA,NA,NA
2003-09-27,20,PB,F,26,27
2003-09-27,20,PB,F,26,31
2003-09-27,20,PB,M,26,29
2003-09-27,20,PB,F,26,28
2003-09-27,20,PB,F,26,33
2003-09-27,21,PB,F,25,26
2003-09-27,21,PB,M,28,31
2003-09-27,21,PB,F,27,33
2003-09-27,21,PB,F,26,32
2003-09-27,21,PB,F,25,21
2003-09-27,21,PB,M,27,27
2003-09-27,21,PB,F,26,28
2003-09-27,21,PB,M,26,25
2003-09-27,21,PB,F,25,27
2003-09-27,21,PB,F,26,21
2003-09-27,21,PB,F,27,26
2003-09-27,22,PB,F,25,23
2003-09-27,22,PB,M,26,NA
2003-09-27,22,PP,F,22,12
2003-09-27,22,PB,F,26,29
2003-09-27,22,PB,F,25,24
2003-09-27,22,PB,F,25,24
2003-09-27,22,PB,F,26,29
2003-09-27,22,PB,M,31,28
2003-09-27,22,OT,F,20,28
2003-09-27,22,PP,F,22,14
2003-09-27,16,OT,F,20,21
2003-09-27,16,PP,M,22,13
2003-09-27,16,OT,F,20,25
2003-09-27,16,PP,M,21,13
2003-09-27,16,OT,M,21,22
2003-09-27,16,OT,M,20,17
2003-09-27,16,PB,F,27,25
2003-09-27,23,PE,M,21,17
2003-09-27,23,PP,F,21,12
2003-09-27,23,PB,F,27,34
2003-09-27,23,PB,M,25,24
2003-09-27,23,RM,F,15,10
2003-09-27,24,OT,M,21,23
2003-09-27,24,NA,F,31,137
2003-09-28,3,PB,M,27,29
2003-09-28,3,PP,M,22,14
2003-09-28,3,OL,F,21,30
2003-09-28,3,PB,M,28,46
2003-09-28,3,OT,F,19,21
2003-09-28,3,PP,F,23,14
2003-09-28,3,PB,M,28,45
2003-09-28,3,OT,M,20,24
2003-09-28,3,PB,M,26,30
2003-09-28,4,PB,F,25,33
2003-09-28,4,DO,M,38,53
2003-09-28,4,DO,M,36,48
2003-09-28,4,OT,M,19,26
2003-09-28,4,DO,F,37,45
2003-09-28,4,PB,F,27,31
2003-09-28,4,OT,F,20,30
2003-09-28,4,DO,M,34,45
2003-09-28,6,PB,F,25,27
2003-09-28,6,PB,F,26,24
2003-09-28,6,PP,F,21,13
2003-09-28,6,PB,F,26,24
2003-09-28,6,PB,M,27,37
2003-09-28,6,PB,F,26,23
2003-09-28,6,PB,M,26,38
2003-09-28,6,PB,F,26,25
2003-09-28,6,PP,F,22,13
2003-09-28,6,PB,F,26,34
2003-09-28,6,OT,F,22,27
2003-09-28,6,PB,F,26,22
2003-09-28,11,DO,M,36,46
2003-09-28,11,PB,M,28,29
2003-09-28,11,DO,F,35,48
2003-09-28,11,PP,F,22,16
2003-09-28,11,PP,M,23,15
2003-09-28,11,OT,F,20,26
2003-09-28,11,DO,M,35,45
2003-09-28,11,DO,F,36,55
2003-09-28,11,PE,F,21,22
2003-09-28,11,OL,M,21,30
2003-09-28,11,DM,M,39,50
2003-09-28,9,DM,M,37,47
2003-09-28,9,OT,M,21,17
2003-09-28,9,DM,F,37,42
2003-09-28,9,PP,M,23,14
2003-09-28,9,PE,F,21,21
2003-09-28,9,PP,F,21,13
2003-09-28,9,PB,M,26,30
2003-09-28,8,PP,F,23,19
2003-09-28,8,PP,F,22,13
2003-09-28,8,DM,M,38,43
2003-09-28,8,DO,F,38,54
2003-09-28,8,OT,F,21,27
2003-09-28,8,OT,M,20,22
2003-09-28,8,OT,F,20,22
2003-09-28,8,PB,F,26,23
2003-09-28,8,DM,F,36,48
2003-09-28,13,PB,F,26,27
2003-09-28,13,PP,F,23,13
2003-09-28,13,PB,F,27,32
2003-09-28,13,DM,M,38,45
2003-09-28,13,PB,F,27,37
2003-09-28,13,PE,M,20,18
2003-09-28,13,PP,M,23,14
2003-09-28,14,OT,F,20,20
2003-09-28,14,DM,F,35,41
2003-09-28,14,DM,F,35,38
2003-09-28,14,DM,M,37,47
2003-09-28,14,DM,F,36,37
2003-09-28,14,DM,M,36,44
2003-09-28,14,OT,F,19,24
2003-09-28,14,DM,F,36,42
2003-09-28,14,PF,M,15,7
2003-09-28,14,AH,NA,NA,NA
2003-09-28,14,OT,M,20,22
2003-09-28,15,DM,F,37,38
2003-09-28,15,PP,F,22,12
2003-09-28,15,PB,F,26,30
2003-09-28,15,PB,F,27,26
2003-09-28,15,PF,F,15,6
2003-09-28,15,PB,F,26,35
2003-09-28,15,PB,F,25,28
2003-09-28,15,OT,M,20,21
2003-09-28,15,PB,F,25,26
2003-09-28,15,PB,M,26,20
2003-09-28,15,PB,M,26,43
2003-09-28,15,PB,F,25,30
2003-09-28,7,PE,F,19,11
2003-09-28,7,PB,F,26,27
2003-09-28,7,PP,M,23,13
2003-09-28,7,PE,F,20,22
2003-09-28,10,PP,M,22,12
2003-09-28,5,RM,F,16,11
2003-09-28,5,RM,M,16,10
2003-10-25,1,PE,M,20,18
2003-10-25,1,PB,M,27,41
2003-10-25,1,OT,F,20,21
2003-10-25,1,DO,F,36,45
2003-10-25,2,PB,M,28,45
2003-10-25,2,OT,M,20,22
2003-10-25,2,OT,F,21,24
2003-10-25,2,PE,M,19,16
2003-10-25,2,DM,M,36,40
2003-10-25,2,PE,F,20,17
2003-10-25,2,PB,M,26,27
2003-10-25,2,PB,M,26,26
2003-10-25,2,OT,F,19,23
2003-10-25,2,NA,F,32,186
2003-10-25,12,DO,F,37,49
2003-10-25,12,PB,F,25,37
2003-10-25,12,DO,M,38,42
2003-10-25,12,OT,M,21,26
2003-10-25,12,PP,M,22,19
2003-10-25,12,DM,F,37,38
2003-10-25,12,PB,F,24,24
2003-10-25,19,PB,F,26,27
2003-10-25,19,PB,M,27,32
2003-10-25,19,OT,M,20,22
2003-10-25,19,PB,F,27,29
2003-10-25,19,PB,F,26,35
2003-10-25,18,PB,F,26,26
2003-10-25,18,PB,F,25,26
2003-10-25,18,PB,F,26,38
2003-10-25,18,PB,F,27,32
2003-10-25,18,PB,F,26,25
2003-10-25,18,PB,F,27,30
2003-10-25,18,PB,F,26,29
2003-10-25,17,OT,F,20,21
2003-10-25,17,PB,F,27,34
2003-10-25,17,PB,F,29,32
2003-10-25,17,AH,NA,NA,NA
2003-10-25,17,OT,M,21,22
2003-10-25,17,PB,F,27,38
2003-10-25,17,DM,M,36,45
2003-10-25,17,DM,F,37,39
2003-10-25,17,PB,M,26,30
2003-10-25,17,OT,F,20,19
2003-10-25,17,DM,F,36,45
2003-10-25,17,DM,M,36,47
2003-10-25,17,DM,M,37,41
2003-10-25,17,DM,F,37,43
2003-10-25,20,PB,F,26,30
2003-10-25,20,PB,F,26,32
2003-10-25,20,PB,F,26,30
2003-10-25,20,PB,M,27,38
2003-10-25,20,PB,F,26,25
2003-10-25,20,PB,M,26,29
2003-10-25,20,NA,F,32,182
2003-10-25,21,PB,M,27,26
2003-10-25,21,DM,F,36,31
2003-10-25,21,PB,F,26,25
2003-10-25,21,PB,F,27,32
2003-10-25,21,PB,M,27,31
2003-10-25,21,PB,F,25,25
2003-10-25,21,PB,F,26,28
2003-10-25,22,DM,M,37,42
2003-10-25,22,PB,M,27,28
2003-10-25,22,PB,F,26,28
2003-10-25,22,PB,F,25,23
2003-10-25,22,PP,F,22,13
2003-10-25,22,PB,F,27,24
2003-10-25,22,PB,F,26,22
2003-10-25,22,PB,F,26,29
2003-10-25,16,PE,F,20,23
2003-10-25,16,PB,F,26,25
2003-10-25,16,OT,M,20,22
2003-10-25,16,PP,M,21,13
2003-10-25,23,OT,F,21,22
2003-10-25,24,RM,F,16,10
2003-10-25,24,RM,M,16,10
2003-10-26,3,OT,F,21,24
2003-10-26,3,PB,M,27,26
2003-10-26,3,OT,M,20,20
2003-10-26,3,PB,M,26,29
2003-10-26,3,PE,F,20,15
2003-10-26,3,PB,M,27,26
2003-10-26,3,PI,F,22,15
2003-10-26,3,PB,M,27,44
2003-10-26,4,OT,F,20,18
2003-10-26,4,DO,F,37,43
2003-10-26,4,PB,F,26,34
2003-10-26,4,OT,M,20,22
2003-10-26,4,DO,M,38,52
2003-10-26,4,PB,F,27,29
2003-10-26,4,DO,M,35,44
2003-10-26,6,PB,F,26,25
2003-10-26,6,PB,F,26,24
2003-10-26,6,PB,F,26,28
2003-10-26,6,PB,F,25,33
2003-10-26,6,OT,F,20,23
2003-10-26,11,DO,M,35,41
2003-10-26,11,PE,F,19,20
2003-10-26,11,DM,F,38,38
2003-10-26,11,PE,M,20,17
2003-10-26,11,OL,M,20,27
2003-10-26,11,PP,M,22,14
2003-10-26,11,DM,M,38,40
2003-10-26,11,OT,M,20,27
